Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms)
08:00:00.000+01:00,08:15:00.000+01:00,,,,,,,,,,,,,
08:15:00.000+01:00,08:30:00.000+01:00,,,,,,,,,,,,,
08:30:00.000+01:00,08:45:00.000+01:00,,,,,,,,,,,,,
08:45:00.000+01:00,09:00:00.000+01:00,,,,,,,,,,,,,
09:00:00.000+01:00,09:15:00.000+01:00,,,,,,,,,,,,,
09:15:00.000+01:00,09:30:00.000+01:00,,,,,,,,,,,,,
09:30:00.000+01:00,09:45:00.000+01:00,,,,,,,,,,,,,
09:45:00.000+01:00,10:00:00.000+01:00,,,,,,,,,,,,,
10:00:00.000+01:00,10:15:00.000+01:00,,,,,,,,,,,,,
10:15:00.000+01:00,10:30:00.000+01:00,,,,,,,,,,,,,
10:30:00.000+01:00,10:45:00.000+01:00,1,3.0422965353530427,17.302726935420132,,,0.6727890770646178,0.6727890770646178,0.6727890770646178,40,110.0999984741211,110.0999984741211,110.0999984741211,
10:45:00.000+01:00,11:00:00.000+01:00,,22.244791383544605,,,,,,,,,,,
11:00:00.000+01:00,11:15:00.000+01:00,7,46.829073229760986,406.9325946060177,3.0,3,1.28582970017315,1.6738724703080632,0.393243787200052,487,,,,268680
11:15:00.000+01:00,11:30:00.000+01:00,2,104.50560282552387,151.79210447891296,,,0.5174666806292864,0.9781993959164059,0.32460224914238744,249,,,,899023
11:30:00.000+01:00,11:45:00.000+01:00,,22.244791383544605,5.505413115815497,,,0.3969417918693064,0.3969417918693064,0.3969417918693064,21,,,,
11:45:00.000+01:00,12:00:00.000+01:00,5,87.04186889233623,289.9673932727374,,,0.8741586442070997,1.527086944587661,0.3639902371629544,375,,,,708163
12:00:00.000+01:00,12:15:00.000+01:00,,22.244791383544605,36.50958088737113,,,0.3604734745738202,0.39324378749195604,0.3277031616556843,62,,,,
12:15:00.000+01:00,12:30:00.000+01:00,11,37.11171511573708,386.8811392982866,,,0.7140464065154093,1.200981349088145,0.29113396198830155,489,,,,162480
12:30:00.000+01:00,12:45:00.000+01:00,,41.47530326138237,17.675598305722893,,,0.25378862305404803,0.25378862305404803,0.25378862305404803,117,,,,210169
12:45:00.000+01:00,13:00:00.000+01:00,3,37.58426931677531,236.22982900674478,2.0,2,1.501206054414103,1.7463225121733752,0.9173416115239343,313,,,,167645
13:00:00.000+01:00,13:15:00.000+01:00,6,42.27455777205195,342.11455704086865,1.0,1,0.5739663814344506,1.7174977342408868,0.314595035189457,453,,,,218904
13:15:00.000+01:00,13:30:00.000+01:00,5,22.244791383544605,269.2919059365346,1.0,1,0.7574746596164326,1.8443574866289227,0.39324378749195604,331,,,,
13:30:00.000+01:00,13:45:00.000+01:00,3,36.98703397032756,225.7891124395661,2.0,2,1.1849736653824479,1.7277825771104358,0.3932437756831109,289,,,,161117
13:45:00.000+01:00,14:00:00.000+01:00,3,41.27833276382039,248.87023928438168,1.0,1,1.0394719931266607,1.767558488709853,0.7162889691184477,324,,,,208017
14:00:00.000+01:00,14:15:00.000+01:00,5,47.97520511306345,236.3975643474913,,,0.6861435024601897,1.5331649738592483,0.39324375845609105,294,,,,281206
14:15:00.000+01:00,14:30:00.000+01:00,7,58.27950353539357,311.6718326723909,,,0.9113851142458257,1.5213723108275814,0.39324379660163705,403,,,,393821
14:30:00.000+01:00,14:45:00.000+01:00,2,29.848632547117454,188.33312499589948,1.0,1,0.4926871650718148,1.800226977885555,0.3154714660425215,262,,,,77962
14:45:00.000+01:00,15:00:00.000+01:00,13,99.83160765807762,1127.1415485589607,7.0,7,1.462842725437076,1.86852504261127,0.7084812267132997,1305,,,,804084
15:00:00.000+01:00,15:15:00.000+01:00,4,46.602335659361536,260.9081725346354,1.0,1,0.6408446467743456,1.7228764590588526,0.314595035189457,309,,,,266202
15:15:00.000+01:00,15:30:00.000+01:00,11,87.73095712586259,791.1885663563326,5.0,5,1.2585548682164263,1.8650977490863432,0.3539194145881391,911,,,,715694
15:30:00.000+01:00,15:45:00.000+01:00,7,85.75592465731043,731.3281503114048,6.0,6,1.7213072686657225,1.8368134904928286,1.0316648603126601,865,,,,694109
15:45:00.000+01:00,16:00:00.000+01:00,6,41.87728683034178,428.6250272952019,2.0,2,1.283994911665105,1.7672806234535567,0.7128917087263957,520,,,,211272
16:00:00.000+01:00,16:15:00.000+01:00,,22.244791383544605,23.59462763920927,,,0.3292776638516195,0.38328467191246424,0.2752706557907748,30,,,,
16:15:00.000+01:00,16:30:00.000+01:00,,22.244791383544605,3.630538048241261,,,,,,13,,,,
16:30:00.000+01:00,16:45:00.000+01:00,7,46.63216038955778,459.2737919331677,3.0,3,1.4297654856321262,1.767041531265307,0.3932438024941801,526,,,,259199
16:45:00.000+01:00,17:00:00.000+01:00,7,70.50347678701362,475.54943492743985,3.0,3,1.3260080291434957,1.6641877638367848,0.39324377705161256,557,,,,527416
17:00:00.000+01:00,17:15:00.000+01:00,,31.643512027729713,12.27034026178755,,,,,,28,,,,102718
17:15:00.000+01:00,17:30:00.000+01:00,,22.24479138354461,,,,,,,,,,,
17:30:00.000+01:00,17:45:00.000+01:00,,22.24479138354461,,,,,,,,,,,
17:45:00.000+01:00,18:00:00.000+01:00,,22.24479138354461,,,,,,,,,,,
18:00:00.000+01:00,18:15:00.000+01:00,,22.24479138354461,,,,,,,,,,,
18:15:00.000+01:00,18:30:00.000+01:00,,22.24479138354461,,,,,,,,,,,
18:30:00.000+01:00,18:45:00.000+01:00,,22.24479138354461,,,,,,,,,,,
18:45:00.000+01:00,19:00:00.000+01:00,,22.24479138354461,,,,,,,,,,,
19:00:00.000+01:00,19:15:00.000+01:00,,22.24479138354461,,,,,,,,,,,
19:15:00.000+01:00,19:30:00.000+01:00,,22.24479138354461,,,,,,,,,,,
19:30:00.000+01:00,19:45:00.000+01:00,,22.24479138354461,,,,,,,,,,,
19:45:00.000+01:00,20:00:00.000+01:00,,22.24479138354461,,,,,,,,,,,
20:00:00.000+01:00,20:15:00.000+01:00,4,22.2447913835446,126.62450166375642,,,0.42184022335703253,0.4504366731531233,0.3932437735609417,168,,,,
20:15:00.000+01:00,20:30:00.000+01:00,,22.244791383544605,,,,,,,,,,,
20:30:00.000+01:00,20:45:00.000+01:00,,22.244791383544605,,,,,,,,,,,
20:45:00.000+01:00,21:00:00.000+01:00,,22.244791383544605,,,,,,,,,,,
21:00:00.000+01:00,21:15:00.000+01:00,,22.244791383544605,,,,,,,,,,,
21:15:00.000+01:00,21:30:00.000+01:00,,22.244791383544605,,,,,,,,,,,
21:30:00.000+01:00,21:45:00.000+01:00,,22.244791383544605,,,,,,,,,,,
21:45:00.000+01:00,22:00:00.000+01:00,,22.244791383544605,,,,,,,,,,,
22:00:00.000+01:00,22:15:00.000+01:00,,22.244791383544605,,,,,,,,,,,
22:15:00.000+01:00,22:30:00.000+01:00,,22.244791383544605,,,,,,,,,,,
22:30:00.000+01:00,22:45:00.000+01:00,,22.244791383544605,,,,,,,,,,,
22:45:00.000+01:00,23:00:00.000+01:00,,22.244791383544605,,,,,,,,,,,
23:00:00.000+01:00,23:15:00.000+01:00,,22.244791383544605,,,,,,,,,,,
23:15:00.000+01:00,23:30:00.000+01:00,,22.244791383544605,,,,,,,,,,,
23:30:00.000+01:00,23:45:00.000+01:00,,22.244791383544605,,,,,,,,,,,
23:45:00.000+01:00,00:00:00.000+01:00,,22.244791383544605,,,,,,,,,,,
