favicon_url,page_transition,title,url,client_id,time_usec
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://ssl.gstatic.com/ui/v1/icons/mail/rfr/gmail.ico,RELOAD,Inbox (17) - kheir.azzez@gmail.com - Gmail,https://mail.google.com/mail/u/0/#inbox,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://ssl.gstatic.com/ui/v1/icons/mail/rfr/gmail.ico,RELOAD,Gmail,https://mail.google.com/mail/u/0/#inbox,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Google Takeout,https://takeout.google.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.google.com/favicon.ico,LINK,Data & privacy,https://myaccount.google.com/data-and-personalization,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.youtube.com/s/desktop/451d4225/img/favicon_32x32.png,LINK,YouTube,https://www.youtube.com/,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.youtube.com/s/desktop/451d4225/img/favicon_32x32.png,LINK,He Thought He Could Beat Him At Pullups 😅 - YouTube,https://www.youtube.com/shorts/8uCL3GQ8x9M,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.youtube.com/s/desktop/451d4225/img/favicon_32x32.png,LINK,Neil is so used to be the host #shorts #neilpatrickharris #kaleycuoco - YouTube,https://www.youtube.com/shorts/rNDEFQFE7rE,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.youtube.com/s/desktop/451d4225/img/favicon_32x32.png,LINK,Hydraulic press VS Grenade 💥 Who Will Win ?🤯 #shorts #america #shortfeed - YouTube,https://www.youtube.com/shorts/VSxhKBUlK2w,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.youtube.com/s/desktop/451d4225/img/favicon_32x32.png,LINK,Momen Gol Messi di Balik Tribun Penonton #shorts #short #viral - YouTube,https://www.youtube.com/shorts/fkJqasIUTvw,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
https://www.youtube.com/s/desktop/451d4225/img/favicon_32x32.png,LINK,SOLDIER SURPRISES SISTER! #shorts - YouTube,https://www.youtube.com/shorts/HUA6AHwzZbY,pH0xws7eYIZV47Tomtihbg==,1.67179E+15
